"COMUNE";"PROVINCIA";"REGIONE";"NOME";"MACRO TIPOLOGIA";"TIPOLOGIA";"SCHEDA";"IDFEATURE";"DO_Y";"DO_X";
"Uri";"SASSARI";"Sardegna";"Uri";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090076";208;"40.6350005014846";"8.49238859889862";
"Usini";"SASSARI";"Sardegna";"Chiesa di San Giorgio di Oliastreto";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17795";502;"40.6865700187688";"8.46920338889452";
"Usini";"SASSARI";"Sardegna";"Chiesa di Santa Croce";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17806";402;"40.6592958737981";"8.54042149848504";
"Usini";"SASSARI";"Sardegna";"Usini";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090077";209;"40.6641725449775";"8.54236565105414";
"Villanova Monteleone";"SASSARI";"Sardegna";"Area dell'Appiu";"Monumenti megalitici";"Dolmen";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20555";1,006;"40.4454280817762";"8.42009139353114";
"Villanova Monteleone";"SASSARI";"Sardegna";"Area di Puttu Codinu";"Spazi sacri e funerari";"Domus de janas";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20564";1,341;"40.4907671808008";"8.51291297890043";
"Villanova Monteleone";"SASSARI";"Sardegna";"Complesso dell'Appiu";"Monumenti megalitici";"Dolmen";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20730";984;"40.4454291524135";"8.4199742524822";
"Villanova Monteleone";"SASSARI";"Sardegna";"Museo Etnografico";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24582&v=2&c=2487&c1=2126&visb=&t=1";5,826;"40.502973503745";"8.47131456526458";
"Villanova Monteleone";"SASSARI";"Sardegna";"Necropoli di Puttu Codinu";"Spazi sacri e funerari";"Domus de janas";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20770";1,440;"40.4907684832028";"8.51283256648289";
"Villanova Monteleone";"SASSARI";"Sardegna";"Pòglina";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=606&v=2&c=45&t=1";1,901;"40.4962282881852";"8.36864561173184";
"Villanova Monteleone";"SASSARI";"Sardegna";"Villanova Monteleone";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090078";210;"40.502618175039";"8.47434337972504";
"Valledoria";"SASSARI";"Sardegna";"La Ciaccia";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=756&v=2&c=45&t=1";1,599;"40.920228347616";"8.78524279529903";
"Valledoria";"SASSARI";"Sardegna";"Maragnani";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=573&v=2&c=45&t=1";1,731;"40.9242929926297";"8.79405530890854";
"Valledoria";"SASSARI";"Sardegna";"San Pietro";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=653&v=2&c=45&t=1";1,600;"40.927094592172";"8.79770253266518";
"Valledoria";"SASSARI";"Sardegna";"Valledoria";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090079";211;"40.931739452863";"8.8198848959192";
"Viddalba";"SASSARI";"Sardegna";"Civico Museo Archeologico";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=19525&v=2&c=2487&c1=2126&visb=&t=1";5,818;"40.9165160030726";"8.89409326664017";
"Viddalba";"SASSARI";"Sardegna";"Viddalba";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090082";214;"40.9119878295397";"8.89160669462751";
"Tergu";"SASSARI";"Sardegna";"Complesso di Monte Elias";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=24718";909;"40.8836283946688";"8.70978887377626";
"Tergu";"SASSARI";"Sardegna";"Nostra Signora di Tergu";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17881";474;"40.8709247412734";"8.72062101046962";
"Tergu";"SASSARI";"Sardegna";"Tergu";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090086";218;"40.8758574327571";"8.71478105552608";
"Santa Maria Coghinas";"SASSARI";"Sardegna";"Castello Doria";"Edifici e strutture antiche";"Castelli";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17860";768;"40.8971815429888";"8.89458284104589";
"Santa Maria Coghinas";"SASSARI";"Sardegna";"Nostra Signora o Madonna delle Grazie";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17947";559;"40.9049966872871";"8.86485615397256";
"Santa Maria Coghinas";"SASSARI";"Sardegna";"Santa Maria Coghinas";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090087";219;"40.9044384293443";"8.87119120088119";
"Erula";"SASSARI";"Sardegna";"Erula";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090088";220;"40.7832441783669";"8.93542696452879";
"Stintino";"SASSARI";"Sardegna";"Cala Coscia di donna";"Spiagge";"Ghiaia, ciottoli, massi";"http://www.sardegnaturismo.it/index.php?xsl=5&s=707&v=2&c=45&t=1";2,017;"40.899993350324";"8.22068640926915";
"Stintino";"SASSARI";"Sardegna";"Cala Lupo";"Spiagge";"Sabbia, rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=719&v=2&c=45&t=1";2,018;"40.9461044980921";"8.23462226656558";
"Stintino";"SASSARI";"Sardegna";"Capo falcone";"Spiagge";"Rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=737&v=2&c=45&t=1";2,019;"40.9715212938691";"8.20158811904619";
"Stintino";"SASSARI";"Sardegna";"Ezzi mannu";"Spiagge";"Sabbia, ciottoli";"http://www.sardegnaturismo.it/index.php?xsl=5&s=746&v=2&c=45&t=1";1,728;"40.8726382420953";"8.27028271128389";
"Stintino";"SASSARI";"Sardegna";"La pelosa";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=70&v=2&c=45&t=1";1,582;"40.9661922483136";"8.20897451324619";
"Stintino";"SASSARI";"Sardegna";"La pelosetta";"Spiagge";"Sabbia, rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=777&v=2&c=45&t=1";2,021;"40.9693758519775";"8.20601978399859";
"Stintino";"SASSARI";"Sardegna";"Le saline";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=567&v=2&c=45&t=1";1,583;"40.9073426556906";"8.2351665182597";
"Stintino";"SASSARI";"Sardegna";"L'isolotto";"Spiagge";"Sabbia, ghiaia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=751&v=2&c=45&t=1";2,020;"40.9305357512743";"8.22714292405408";
"Stintino";"SASSARI";"Sardegna";"Marina di Porto Mannu 1";"Porti";"Porto turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=815&v=2&c=&t=1";1,406;"40.9387041892751";"8.22612228203187";
"Stintino";"SASSARI";"Sardegna";"Marina di Porto Mannu 2";"Porti";"Porto turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=816&v=2&c=&t=1";1,294;"40.9386951498623";"8.22946053689097";
"Stintino";"SASSARI";"Sardegna";"Marina di Porto Mannu 3";"Porti";"Porto turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=817&v=2&c=46&t=1";1,413;"40.9382101963822";"8.22862427761398";
"Stintino";"SASSARI";"Sardegna";"Marina di Porto Minore";"Porti";"Porto turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=819&v=2&c=46&c1=&t=1";1,400;"40.9358864205572";"8.22943180650248";
"Stintino";"SASSARI";"Sardegna";"Marina di Stintino";"Porti";"Porto turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=775&v=2&c=&t=1";1,404;"40.9597953525334";"8.2175173975622";
"Stintino";"SASSARI";"Sardegna";"Museo della tonnara";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22726&v=2&c=2487&c1=2126&visb=&t=1";5,971;"40.938376396113";"8.22766968508364";
"Stintino";"SASSARI";"Sardegna";"Pazzona";"Spiagge";"Sabbia, ghiaia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=595&v=2&c=45&t=1";1,729;"40.8959863533084";"8.24501005795825";
"Stintino";"SASSARI";"Sardegna";"Portu mannu";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=622&v=2&c=45&t=1";2,022;"40.937540591787";"8.22948142797038";
"Stintino";"SASSARI";"Sardegna";"Punta negra";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=638&v=2&c=45&t=1";1,818;"40.9517104637481";"8.23677451305873";
"Stintino";"SASSARI";"Sardegna";"Roccaruia";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=651&v=2&c=45&t=1";1,584;"40.9606033270253";"8.21283036146894";
"Stintino";"SASSARI";"Sardegna";"Stintino";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090089";221;"40.9374927156888";"8.22130115309449";
"Stintino";"SASSARI";"Sardegna";"Tamerici";"Spiagge";"Sabbia, rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=665&v=2&c=45&t=1";2,023;"40.928588003196";"8.23037673575077";
"Stintino";"SASSARI";"Sardegna";"Tanca manna";"Spiagge";"Ghiaia, rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=672&v=2&c=45&t=1";2,024;"40.9443668485252";"8.23175804627194";
"Stintino";"SASSARI";"Sardegna";"Tonnare Saline";"Insediamenti antichi";"Edifici industriali";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21544";1,121;"40.9183708562845";"8.2339060511664";
"Stintino";"SASSARI";"Sardegna";"Torre della Pelosa";"Edifici e strutture antiche";"Torri costiere";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17935";860;"40.9709210692208";"8.20700637889652";
"Aritzo";"NUORO";"Sardegna";"Aritzo";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091001";222;"39.9571300694897";"9.1965240408199";
"Aritzo";"NUORO";"Sardegna";"Carcere spagnolo";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=19365&v=2&c=2487&c1=2124&visb=&t=1";5,875;"39.9579563245429";"9.19610535572513";
"Aritzo";"NUORO";"Sardegna";"Ex Castello Arangino";"Insediamenti antichi";"Edifici storicisti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19373";1,193;"39.9547798015484";"9.19788860651789";
"Aritzo";"NUORO";"Sardegna";"Funtana Gungiada";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6711&ids=45";6,851;"39.9413310656706";"9.22463948736255";
"Aritzo";"NUORO";"Sardegna";"Leustra - Santa Maria";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6711&ids=42";6,852;"39.9258953860771";"9.22181278411131";
"Aritzo";"NUORO";"Sardegna";"Museo della montagna sarda";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=19507&v=2&c=2487&c1=2124&visb=&t=1";5,981;"39.9579563245429";"9.19610535572513";
"Aritzo";"NUORO";"Sardegna";"Neviere";"Insediamenti antichi";"Edifici industriali";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21411";1,098;"39.9477964165547";"9.23068658176093";
"Aritzo";"NUORO";"Sardegna";"Sentiero Texile";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6711&ids=47";6,849;"39.9490742518196";"9.18391703704562";
"Aritzo";"NUORO";"Sardegna";"Su Texile";"Aree protette";"Monumento naturale";"http://www.sardegnaturismo.it/index.php?xsl=5&s=3169&v=2&c=3001&t=1";373;"39.9482925972124";"9.17010767764751";
"Aritzo";"NUORO";"Sardegna";"Texile";"Monumenti naturali";"Monumenti naturali";"";1,254;"39.9482689367937";"9.17006769657576";
"Atzara";"NUORO";"Sardegna";"Atzara";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091003";224;"39.990787124494";"9.08032580305256";
"Atzara";"NUORO";"Sardegna";"Museo d'Arte Moderna";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=19007&v=2&c=2487&c1=2124&visb=&t=1";5,872;"39.9915896628987";"9.07529339743527";
"Austis";"NUORO";"Sardegna";"Austis";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091004";225;"40.0702742848505";"9.09007975168631";
"Austis";"NUORO";"Sardegna";"Borta Melone";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6707&ids=64";6,834;"40.0897692492928";"9.04481955552929";
"Austis";"NUORO";"Sardegna";"S'Ilighe Littu - Sa mola Manna";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6707&ids=56";6,838;"40.1061115746204";"9.02949386595079";
"Belvi";"NUORO";"Sardegna";"Belvi'";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091007";228;"39.9604787110264";"9.1848576287285";
"Belvi";"NUORO";"Sardegna";"Museo di scienze naturali";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24517&v=2&c=2487&c1=2124&visb=&t=1";5,874;"39.9575235243807";"9.18264072425655";
"Birori";"NUORO";"Sardegna";"Birori";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091008";229;"40.2637238689279";"8.81851883082952";
"Birori";"NUORO";"Sardegna";"Complesso di Carrarzu Iddia";"Monumenti megalitici";"Dolmen";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22230";999;"40.2714363031318";"8.81531680871593";
"Birori";"NUORO";"Sardegna";"Nuraghe di Miuddu";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22228";872;"40.2684864103774";"8.82570967340608";
"Birori";"NUORO";"Sardegna";"Tomba di Giganti di Lassia";"Spazi sacri e funerari";"Tombe di giganti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20741";1,497;"40.258278249048";"8.81474502476762";
"Birori";"NUORO";"Sardegna";"Tomba di Giganti di Palatu";"Spazi sacri e funerari";"Tombe di giganti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20742";1,496;"40.2669917555911";"8.81448351800442";
"Bitti";"NUORO";"Sardegna";"Area di Romanzesu";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20036";655;"40.5275187040694";"9.32583120376206";
"Bitti";"NUORO";"Sardegna";"Bitti";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091009";230;"40.4738380297866";"9.38489127390376";
"Bitti";"NUORO";"Sardegna";"Museo del Canto a Tenores";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=19016&v=2&c=2487&c1=2124&visb=&t=1";5,904;"40.4774019800802";"9.38160801998268";
"Bitti";"NUORO";"Sardegna";"Museo della Civilta' Contadina";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=19028&v=2&c=2487&c1=2124&visb=&t=1";5,984;"40.4774019800802";"9.38160801998268";
"Bitti";"NUORO";"Sardegna";"Parco Naturale Regionale dell'Oasi di Tepilora";"Parchi";"Parchi";"http://www.sardegnaturismo.it/index.php?xsl=5&s=5707&v=2&c=2407&t=1";1,274;"40.6464893738336";"9.5019423044192";
"Bitti";"NUORO";"Sardegna";"Sos Littos - Sas Tumbas";"Foreste";"Foreste";"http://www.sardegnaturismo.it/index.php?xsl=5&s=3181&v=2&c=3002&t=1";698;"40.642634735796";"9.44982540173289";
"Bitti";"NUORO";"Sardegna";"Villaggio e complesso di Su Romanzesu";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20711";873;"40.5275093036402";"9.32568648521301";
"Bolotana";"NUORO";"Sardegna";"Bolotana";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091010";231;"40.328513274258";"8.95866161679274";
"Bolotana";"NUORO";"Sardegna";"Complesso di Tittiriola";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22229";874;"40.3746028232815";"8.89915943232265";
"Bolotana";"NUORO";"Sardegna";"Villa Piercy";"Insediamenti antichi";"Edifici storicisti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21573";1,140;"40.3502163529351";"8.88002964622656";
"Borore";"NUORO";"Sardegna";"Borore";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091011";232;"40.2151151923086";"8.80364335302818";
"Borore";"NUORO";"Sardegna";"Nuraghe Porcarzos";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21269";875;"40.2245277169725";"8.83504918218746";
"Borore";"NUORO";"Sardegna";"Tomba di giganti di Imbertighe";"Spazi sacri e funerari";"Tombe di giganti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20744";1,498;"40.2254896469181";"8.83028539932993";
"Bortigali";"NUORO";"Sardegna";"Bortigali";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091012";233;"40.2830371667949";"8.83628247152364";
"Bortigali";"NUORO";"Sardegna";"Complesso di Carrarzu Iddia";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22230";878;"40.2861588878829";"8.82031704307691";
"Bortigali";"NUORO";"Sardegna";"Nuraghe di Carrarzu Iddia";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22230";876;"40.286655232892";"8.81918742069644";
"Bortigali";"NUORO";"Sardegna";"Nuraghe Orolo";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21466";877;"40.2876622947372";"8.81333408986663";
"Desulo";"NUORO";"Sardegna";"Arcu Artilai - Bruncu Spina";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6709&ids=23";6,787;"40.0146646999415";"9.29985879688174";
"Desulo";"NUORO";"Sardegna";"Desulo";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091016";236;"40.008303649847";"9.22742764567458";
"Desulo";"NUORO";"Sardegna";"Gennargentu";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6709&ids=19";6,784;"40.0123872597084";"9.29815290465904";
"Desulo";"NUORO";"Sardegna";"Girgini";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6709&ids=18";6,783;"39.9744907565139";"9.27783298164899";
"Desulo";"NUORO";"Sardegna";"Girgini - Rifugio La Marmora";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6709&ids=25";6,785;"39.9857946905692";"9.29759505309903";
"Desulo";"NUORO";"Sardegna";"Is Meriagus";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6709&ids=21";6,786;"39.9986533114997";"9.28441173377176";
"Desulo";"NUORO";"Sardegna";"Museo etnografico";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24574&v=2&c=2487&c1=2124&visb=&t=1";5,876;"40.0077680295621";"9.22503098239196";
"Desulo";"NUORO";"Sardegna";"Sorgente";"Sorgenti e cascate";"Sorgenti e cascate";"";7,713;"40.0132484096581";"9.30341191691086";
"Desulo";"NUORO";"Sardegna";"Sorgente";"Sorgenti e cascate";"Sorgenti e cascate";"";7,715;"40.0001418478771";"9.29087347080069";
"Desulo";"NUORO";"Sardegna";"Sorgente";"Sorgenti e cascate";"Sorgenti e cascate";"";7,716;"39.9986473115326";"9.29985608444844";
"Desulo";"NUORO";"Sardegna";"Sorgente";"Sorgenti e cascate";"Sorgenti e cascate";"";7,726;"39.9817400500842";"9.27184549151238";
"Dorgali";"NUORO";"Sardegna";"Area dell'Arvu";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20457";659;"40.2845080724719";"9.62764334912811";
"Dorgali";"NUORO";"Sardegna";"Area del Mannu";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20052";658;"40.2592573336067";"9.62050961575653";
"Dorgali";"NUORO";"Sardegna";"Area di Serra Orrios";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20060";660;"40.3340640541149";"9.53813021648887";
"Dorgali";"NUORO";"Sardegna";"Area di Tiscali";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20033";662;"40.2389758615153";"9.49041353609689";
"Dorgali";"NUORO";"Sardegna";"Cala di Cartoe";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=318&v=2&c=45&t=1";1,870;"40.3244165454818";"9.67153214124391";
"Dorgali";"NUORO";"Sardegna";"Cala Fuili";"Spiagge";"Sabbia, ciottoli";"http://www.sardegnaturismo.it/index.php?xsl=5&s=308&v=2&c=45&t=1";1,959;"40.2561218482447";"9.62491482872244";
"Dorgali";"NUORO";"Sardegna";"Cala Luna";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=319&v=2&c=45&t=1";1,786;"40.225391491971";"9.62613251731758";
"Dorgali";"NUORO";"Sardegna";"Cala Osalla di Dorgali";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=324&v=2&c=45&t=1";1,869;"40.3297975175237";"9.67612316514523";
"Dorgali";"NUORO";"Sardegna";"Centrale";"Spiagge";"Sabbia, ciottoli";"http://www.sardegnaturismo.it/index.php?xsl=5&s=316&v=2&c=45&t=1";1,960;"40.2831813605779";"9.63661270474284";
"Dorgali";"NUORO";"Sardegna";"Civico Museo Archeologico";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=19040&v=2&c=2487&c1=2124&visb=&t=1";5,979;"40.2934100544013";"9.5875128155512";
"Dorgali";"NUORO";"Sardegna";"Complesso di Serra Orrios";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20715";881;"40.3340573732426";"9.53799656907609";
"Dorgali";"NUORO";"Sardegna";"Dolmen di Motorra";"Monumenti megalitici";"Dolmen";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21286";1,000;"40.3155714957885";"9.57273179065112";
"Dorgali";"NUORO";"Sardegna";"Dorgali";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091017";237;"40.2900401756906";"9.59052455719785";
"Dorgali";"NUORO";"Sardegna";"Grotta del Bue Marino";"Grotte mare";"Grotte mare";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=2408&c1=2129&t=1&s=109";702;"40.248747781765";"9.62324073267823";
"Dorgali";"NUORO";"Sardegna";"Ispinigoli";"Grotte montagna";"Grotte montagna";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=50&c1=2126&t=1&s=3191";707;"40.3178229510369";"9.60701394122484";
"Dorgali";"NUORO";"Sardegna";"Marina di Cala Gonone";"Porti";"Porto turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=766&v=2&c=46&c1=&t=1";1,382;"40.2841837337481";"9.6371133313837";
"Dorgali";"NUORO";"Sardegna";"Museo Civico";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22509&v=2&c=2487&c1=2124&visb=&t=1";5,973;"40.2893364683098";"9.58828914424169";
"Dorgali";"NUORO";"Sardegna";"Museo della foca monaca";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22719&v=2&c=2487&c1=2124&visb=&t=1";5,878;"40.2829418554752";"9.63273791237877";
"Dorgali";"NUORO";"Sardegna";"Nuraghe e complesso dell'Arvu";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20712";880;"40.2845085847504";"9.62754890465994";
"Dorgali";"NUORO";"Sardegna";"Nuraghe Mannu";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20778";879;"40.259250330124";"9.62045229606278";
"Dorgali";"NUORO";"Sardegna";"Oddoana";"Spiagge";"Rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=351&v=2&c=45&t=1";1,961;"40.2377846431072";"9.62278361009601";
"Dorgali";"NUORO";"Sardegna";"Palmasera";"Spiagge";"Sabbia, ciottoli";"http://www.sardegnaturismo.it/index.php?xsl=5&s=360&v=2&c=45&t=1";1,962;"40.2758282969753";"9.63187375017268";
"Dorgali";"NUORO";"Sardegna";"Parco-museo";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=23428&v=2&c=2487&c1=2124&visb=&t=1";5,980;"40.3074443555334";"9.62985618794377";
"Dorgali";"NUORO";"Sardegna";"S'Abba Meica";"Spiagge";"Sabbia, ghiaia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2930&v=2&c=45&t=1";1,346;"40.2718583180545";"9.63029889009855";
"Dorgali";"NUORO";"Sardegna";"Sos dorroles";"Spiagge";"Sabbia, ghiaia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=314&v=2&c=45&t=1";1,963;"40.2742513686254";"9.6308828959094";
"Dorgali";"NUORO";"Sardegna";"Supramonte di Dorgali";"Monti";"Monti";"http://www.sardegnaturismo.it/index.php?xsl=5&s=3227&v=2&c=3003&t=1";974;"40.2401446135034";"9.58813551562929";
"Dorgali";"NUORO";"Sardegna";"Villaggio di Tiscali";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20719";661;"40.2389715698355";"9.49031520497038";
"Dorgali";"NUORO";"Sardegna";"Ziu Martine";"Spiagge";"Sabbia, rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=325&v=2&c=45&t=1";1,964;"40.2598357964754";"9.62557380736235";
"Dualchi";"NUORO";"Sardegna";"Dualchi";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=091018";238;"40.2300485138363";"8.90198428212124";
"Dualchi";"NUORO";"Sardegna";"Nuraghe Ponte";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21280";883;"40.243428474678";"8.86598676783361";
"Dualchi";"NUORO";"Sardegna";"Protonuraghe Cubas";"Edifici e strutture antiche";"Protonuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21270";882;"40.2458865392675";"8.87931722415867";
"Fonni";"NUORO";"Sardegna";"Chiesa di Ns. Signora dei Martiri";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18412";571;"40.1185984600955";"9.25201129025296";
"Fonni";"NUORO";"Sardegna";"Complesso di Logomache";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22246";772;"40.1241533874156";"9.24296495919416";
